DayofYear,Unnamed: 0,ANON_ID,HH,GASKWH,Month,WeekofYear,Power
1,6207224.931277505,8142.579788251802,23.52551183111168,0.35333310173656507,1.0,29.82569041392946,0.7066662034731301
2,6144764.33370801,8150.275001605755,23.547594578971033,0.3533239948998462,1.0,29.825615004174963,0.7066479897996925
3,6166459.8813298745,8125.739854585055,23.50626181096057,0.40315626075465905,1.0,29.635725953685018,0.8063125215093181
4,6178487.823823728,8123.404567176625,23.521248276083263,0.43806493868963525,1.0,1.0,0.8761298773792705
5,6158440.935350186,8126.684306162135,23.53017310083203,0.3743198102476822,1.0,1.4473843603557652,0.7486396204953644
6,6173694.94013927,8099.000095828275,23.5269277454801,0.38517715182053053,1.0,1.4454737111096914,0.7703543036410611
7,6175909.917591884,8138.585518759572,23.47626339969372,0.38599134110977285,1.0,1.6667783307810107,0.7719826822195457
8,6182490.504390569,8105.560799847284,23.543714803856066,0.4118694363946168,1.0,1.6664598644650186,0.8237388727892336
9,6159358.659664404,8149.662130139618,23.474061739464585,0.41101765736695284,1.0,1.447290892788523,0.8220353147339057
10,6141568.540857515,8127.170644884467,23.627626100499,0.38713211397920255,1.0,1.4522454947080699,0.7742642279584051
11,6140681.331996535,8106.677082999134,23.591805961051044,0.3693047715849671,1.0,2.0,0.7386095431699342
12,6147762.6893944265,8112.318810734281,23.60978827466375,0.3892575359459267,1.0,2.4466181864984877,0.7785150718918534
13,6140295.283163426,8089.633128601279,23.592224403216616,0.3915574284863598,1.0,2.447603368581017,0.7831148569727197
14,6192368.841168023,8112.663634913037,23.412382320089357,0.3822213675823033,1.0,2.443529599489389,0.7644427351646066
